,"smt.arith.gomory_use_closest_int=false","-file:{0} smt.arith.gomory_use_closest_int=false",,,,,,
"QF_LIA/CAV_2009_benchmarks/coef-size/smt/size-70/problem__003.smt2",0,0.0309687351965893,0.031,0.198,1,0,0,
"QF_LIA/CAV_2009_benchmarks/coef-size/smt/size-70/problem__004.smt2",0,0.112812769628991,0.125,0.229,1,0,0,
"QF_LIA/CAV_2009_benchmarks/coef-size/smt/size-70/problem__005.smt2",0,0.0873997326203209,0.094,0.181,1,0,0,
"QF_LIA/CAV_2009_benchmarks/coef-size/smt/size-70/problem__006.smt2",0,0.057296231375986,0.063,0.213,1,0,0,
"QF_LIA/CAV_2009_benchmarks/coef-size/smt/size-80/problem__002.smt2",0,0.116688978134761,0.125,0.233,1,0,0,
"QF_LIA/CAV_2009_benchmarks/coef-size/smt/size-80/problem__003.smt2",0,1.84865038560412,1.719,1.928,1,0,0,
"QF_LIA/CAV_2009_benchmarks/coef-size/smt/size-80/problem__004.smt2",0,0.04691985645933,0.047,0.187,1,0,0,
"QF_LIA/CAV_2009_benchmarks/coef-size/smt/size-80/problem__005.smt2",0,0.120915536374846,0.141,0.309,1,0,0,
"QF_LIA/CAV_2009_benchmarks/coef-size/smt/size-80/problem__006.smt2",0,0.0857939632545932,0.094,0.202,1,0,0,
"QF_LIA/CAV_2009_benchmarks/coef-size/smt/size-90/problem__002.smt2",0,0.0793385922330098,0.094,0.227,1,0,0,
"QF_LIA/CAV_2009_benchmarks/coef-size/smt/size-90/problem__003.smt2",0,0.0914884046381447,0.109,0.26,1,0,0,
"QF_LIA/CAV_2009_benchmarks/coef-size/smt/size-90/problem__004.smt2",0,5.53251164596273,6.813,7.149,1,0,0,
"QF_LIA/CAV_2009_benchmarks/coef-size/smt/size-90/problem__005.smt2",0,0.091525,0.109,0.234,0,1,0,
"QF_LIA/CAV_2009_benchmarks/coef-size/smt/size-90/problem__006.smt2",0,4.9987718923537,5.594,5.9,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem__001.smt2",0,0.043934811827957,0.047,0.216,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem__002.smt2",0,0.0270816072908037,0.031,0.184,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem__003.smt2",0,0.0146383788625168,0.016,0.153,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem__004.smt2",0,0.0271265560165975,0.031,0.146,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem__005.smt2",0,0.0261919070512821,0.031,0.172,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem__006.smt2",0,0.0145342374388617,0.016,0.159,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem__007.smt2",0,0.0428969816272966,0.047,0.169,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem__008.smt2",0,0.0264461974110033,0.031,0.185,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem__009.smt2",0,0.0392093162734906,0.047,0.198,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem__010.smt2",0,0.02615,0.031,0.181,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem__011.smt2",0,0.0289014146772767,0.031,0.146,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem__012.smt2",0,0.0299336080586081,0.031,0.161,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem__013.smt2",0,0.0563820612332902,0.063,0.17,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem__014.smt2",0,0.0410991198658843,0.047,0.159,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem__015.smt2",0,0.0692531779661019,0.063,0.157,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem__016.smt2",0,0.0725099822537711,0.078,0.199,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem__017.smt2",0,0.0153678890456041,0.016,0.142,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem__018.smt2",0,0.0295146726862302,0.031,0.167,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem__019.smt2",0,0.0337506453278266,0.031,0.132,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem__020.smt2",0,0.0144955654101996,0.016,0.177,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem__021.smt2",0,0.0135745431893688,0.016,0.103,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem__022.smt2",0,0.0431423229212495,0.047,0.183,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem__023.smt2",0,0.0445738636363636,0.047,0.169,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem__024.smt2",0,0.0288503971756399,0.031,0.154,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem__025.smt2",0,0.029851598173516,0.031,0.201,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem__026.smt2",0,0.0300160697887971,0.031,0.172,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem__027.smt2",0,0.0140651893287435,0.016,0.186,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem__028.smt2",0,0.0464531027948839,0.047,0.163,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem__029.smt2",0,0.0288503971756399,0.031,0.194,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem__030.smt2",0,0.0139036580178647,0.016,0.198,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem__031.smt2",0,0.0432565063961182,0.047,0.211,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem__032.smt2",0,0.0543885191347754,0.063,0.274,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem__033.smt2",0,0.0405384456386937,0.047,0.192,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem__034.smt2",0,0.03950946817083,0.047,0.188,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem__035.smt2",0,0.0297700364298725,0.031,0.149,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem_2__001.smt2",0,0.0746289954337899,0.078,0.19,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem_2__002.smt2",0,0.0137689553496209,0.016,0.123,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem_2__003.smt2",0,0.0142553423462713,0.016,0.119,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem_2__004.smt2",0,0.0297971741112124,0.031,0.17,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem_2__005.smt2",0,0.0581369497554469,0.063,0.158,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem_2__006.smt2",0,0.04746490803485,0.047,0.118,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem_2__007.smt2",0,0.0390998803827751,0.047,0.217,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem_2__008.smt2",0,0.0392878605769231,0.047,0.173,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem_2__009.smt2",0,0.0267054738562092,0.031,0.219,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem_2__010.smt2",0,0.047419003868472,0.047,0.145,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem_2__011.smt2",0,0.0449004120879121,0.047,0.155,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem_2__012.smt2",0,0.0289014146772767,0.031,0.14,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem_2__013.smt2",0,0.0410991198658843,0.047,0.174,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem_2__014.smt2",0,0.0140955153083225,0.016,0.18,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem_2__015.smt2",0,0.0337506453278266,0.031,0.149,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem_2__016.smt2",0,0.0143807743070832,0.016,0.146,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem_2__017.smt2",0,0.0288503971756399,0.031,0.156,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem_2__018.smt2",0,0.044777397260274,0.047,0.17,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem_2__019.smt2",0,0.0309687351965893,0.031,0.159,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem_2__020.smt2",0,0.0421955679862306,0.047,0.203,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem_2__021.smt2",0,0.0577007943512798,0.063,0.193,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem_2__022.smt2",0,0.0278073160357295,0.031,0.188,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem_2__023.smt2",0,0.0297700364298725,0.031,0.207,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem_2__024.smt2",0,0.0442320703653586,0.047,0.136,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem_2__025.smt2",0,0.0268701191944102,0.031,0.289,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem_2__026.smt2",0,0.0272169025811823,0.031,0.144,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem_2__027.smt2",0,0.0429721735319895,0.047,0.221,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem_2__028.smt2",0,0.0303505106778087,0.031,0.166,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem_2__029.smt2",0,0.0504177377892033,0.047,0.177,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem_2__030.smt2",0,0.0290684748777234,0.031,0.172,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem_2__031.smt2",0,0.074492935278031,0.078,0.157,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem_2__032.smt2",0,0.03127990430622,0.031,0.172,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem_2__033.smt2",0,0.0537402383888204,0.063,0.21,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem_2__034.smt2",0,0.0295948392937981,0.031,0.193,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/10-vars/problem_2__035.smt2",0,0.0567491319444444,0.063,0.17,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/15-vars/problem__001.smt2",0,0.0429345446584939,0.047,0.159,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/15-vars/problem__002.smt2",0,0.0140530954428203,0.016,0.17,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/15-vars/problem__003.smt2",0,0.0437388492417484,0.047,0.187,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/15-vars/problem__004.smt2",0,0.0318591617933723,0.031,0.136,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/15-vars/problem__005.smt2",0,0.0449004120879121,0.047,0.181,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/15-vars/problem__006.smt2",0,0.0284239130434783,0.031,0.184,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/15-vars/problem__007.smt2",0,0.0427287581699346,0.047,0.151,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/15-vars/problem__008.smt2",0,0.0142864947552448,0.016,0.193,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/15-vars/problem__009.smt2",0,0.0433138250883392,0.047,0.18,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/15-vars/problem__010.smt2",0,0.0405384456386937,0.047,0.227,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/15-vars/problem__011.smt2",0,0.0376006518404908,0.047,0.168,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/15-vars/problem__012.smt2",0,0.0806302417365563,0.078,0.171,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/15-vars/problem__013.smt2",0,0.0144634955752212,0.016,0.145,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/15-vars/problem__014.smt2",0,0.210595950299126,0.219,0.405,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/15-vars/problem__015.smt2",0,0.0438366115333035,0.047,0.159,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/15-vars/problem__016.smt2",0,0.0514358772619984,0.063,0.229,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/15-vars/problem__017.smt2",0,0.0718406593406594,0.078,0.202,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/15-vars/problem__018.smt2",0,0.0268701191944102,0.031,0.289,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/15-vars/problem__019.smt2",0,0.0429721735319895,0.047,0.188,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/15-vars/problem__020.smt2",0,0.0276310228233305,0.031,0.208,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/15-vars/problem__021.smt2",0,0.0431233509234828,0.047,0.204,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/15-vars/problem__022.smt2",0,0.0758762766945218,0.078,0.205,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/15-vars/problem__023.smt2",0,0.0291202672605791,0.031,0.176,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/15-vars/problem__024.smt2",0,0.0922507055503293,0.094,0.186,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/15-vars/problem__025.smt2",0,0.0303082985628187,0.031,0.142,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/15-vars/problem_2__001.smt2",0,0.0299336080586081,0.031,0.171,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/15-vars/problem_2__002.smt2",0,0.043934811827957,0.047,0.2,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/15-vars/problem_2__003.smt2",0,0.0443922589406971,0.047,0.179,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/15-vars/problem_2__004.smt2",0,0.0290684748777234,0.031,0.166,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/15-vars/problem_2__005.smt2",0,0.0271265560165975,0.031,0.148,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/15-vars/problem_2__006.smt2",0,0.0428969816272966,0.047,0.162,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/15-vars/problem_2__007.smt2",0,0.0264461974110033,0.031,0.181,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/15-vars/problem_2__008.smt2",0,0.0653488604558177,0.078,0.198,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/15-vars/problem_2__009.smt2",0,0.039225,0.047,0.19,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/15-vars/problem_2__010.smt2",0,0.0307357780912083,0.031,0.141,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/15-vars/problem_2__011.smt2",0,0.0435059893522627,0.047,0.191,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/15-vars/problem_2__012.smt2",0,0.0295146726862302,0.031,0.162,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/15-vars/problem_2__013.smt2",0,0.0405719900703351,0.047,0.164,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/15-vars/problem_2__014.smt2",0,0.0434866962305987,0.047,0.191,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/15-vars/problem_2__015.smt2",0,0.0542981727574751,0.063,0.099,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/15-vars/problem_2__016.smt2",0,0.0284610361340879,0.031,0.144,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/15-vars/problem_2__017.smt2",0,0.0423413212435233,0.047,0.171,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/15-vars/problem_2__018.smt2",0,0.0784625540086414,0.078,0.217,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/15-vars/problem_2__019.smt2",0,0.0284486510008703,0.031,0.185,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/15-vars/problem_2__020.smt2",0,0.028648115687993,0.031,0.164,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/15-vars/problem_2__021.smt2",0,0.0609273066169618,0.063,0.162,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/15-vars/problem_2__022.smt2",0,0.0529138000809389,0.063,0.202,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/15-vars/problem_2__023.smt2",0,0.0293030031376065,0.031,0.196,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/15-vars/problem_2__024.smt2",0,0.0440928507194245,0.047,0.168,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/15-vars/problem_2__025.smt2",0,0.732403799318073,0.719,0.919,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem__001.smt2",0,0.0268922254216372,0.031,0.202,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem__002.smt2",0,0.0280218602657522,0.031,0.162,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem__003.smt2",0,0.0270816072908036,0.031,0.165,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem__004.smt2",0,0.0266401792991035,0.031,0.146,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem__005.smt2",0,0.0410646984924623,0.047,0.165,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem__006.smt2",0,0.0261919070512821,0.031,0.174,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem__007.smt2",0,0.0368933408577878,0.047,0.155,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem__008.smt2",0,0.0403051787916153,0.047,0.393,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem__009.smt2",0,0.0416578164825828,0.047,0.204,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem__010.smt2",0,0.0266076516076516,0.031,0.202,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem__011.smt2",0,0.0556382978723404,0.063,0.201,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem__012.smt2",0,0.0287110232762407,0.031,0.113,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem__013.smt2",0,0.0544111527257595,0.063,0.222,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem__014.smt2",0,123.374899274778,146.375,152.37,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem__015.smt2",0,0.0379058755315037,0.047,0.177,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem__016.smt2",0,0.227182134096484,0.266,0.398,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem__017.smt2",0,0.0545018757815757,0.063,0.219,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem__018.smt2",0,0.0508359253499222,0.063,0.174,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem__019.smt2",0,11.4952655522641,12.984,13.617,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem__020.smt2",0,0.0957454598711188,0.078,0.144,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem__021.smt2",0,0.630059753276793,0.781,0.99,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem__022.smt2",0,0.0537402383888204,0.063,0.272,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem__023.smt2",0,0.207847604917338,0.234,0.448,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem__024.smt2",0,2.02703295631825,2.484,2.76,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem__025.smt2",0,0.208699122106943,0.25,0.417,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem__026.smt2",0,0.898870580532519,0.984,1.145,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem__027.smt2",0,1.07551541024573,1.234,1.434,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem__028.smt2",0,12.8882939045183,14.453,15.038,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem__029.smt2",0,1.16501945923802,1.359,1.537,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem__030.smt2",0,0.685751748251748,0.797,0.967,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem__031.smt2",0,0.971457722896609,1.109,1.282,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem__032.smt2",0,0.0512745098039216,0.063,0.29,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem__033.smt2",0,0.816150021159543,0.922,1.131,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem__034.smt2",0,1.16809461042765,0.953,1.094,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem__035.smt2",0,0.679702268431002,0.688,0.785,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem_2__001.smt2",0,0.0331012658227848,0.031,0.136,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem_2__002.smt2",0,0.0331012658227848,0.031,0.143,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem_2__003.smt2",0,0.0292767577250336,0.031,0.168,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem_2__004.smt2",0,0.0253784937888199,0.031,0.203,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem_2__005.smt2",0,0.0287615486141663,0.031,0.152,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem_2__006.smt2",0,0.0548447986577181,0.063,0.154,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem_2__007.smt2",0,0.0436609528049866,0.047,0.169,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem_2__008.smt2",0,0.0429721735319895,0.047,0.17,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem_2__009.smt2",0,0.0392878605769231,0.047,0.22,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem_2__010.smt2",0,0.0274800336275746,0.031,0.198,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem_2__011.smt2",0,0.0581111111111111,0.063,0.194,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem_2__012.smt2",0,0.0429345446584939,0.047,0.179,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem_2__013.smt2",0,0.0561158798283262,0.063,0.19,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem_2__014.smt2",0,0.0997873964238989,0.109,0.249,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem_2__015.smt2",0,0.0424512987012987,0.047,0.223,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem_2__016.smt2",0,0.0299885321100917,0.031,0.138,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem_2__017.smt2",0,0.0545473508552357,0.063,0.205,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem_2__018.smt2",0,0.0630059753276793,0.078,0.224,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem_2__019.smt2",0,0.111452752070142,0.109,0.269,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem_2__020.smt2",0,0.0963421052631579,0.109,0.221,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem_2__021.smt2",0,28.0793807641634,30.563,31.813,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem_2__022.smt2",0,13.2848456790124,12.859,13.463,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem_2__023.smt2",0,31.6146366155158,35.453,37.087,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem_2__024.smt2",0,0.160161469933185,0.172,0.376,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem_2__025.smt2",0,21.9654043280182,27.656,28.856,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem_2__026.smt2",0,0.945897064902852,1.094,1.285,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem_2__027.smt2",0,0.645780790248004,0.734,0.938,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem_2__028.smt2",0,23.1469365763547,26.953,28.026,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem_2__029.smt2",0,0.934725778915919,1.047,1.264,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem_2__030.smt2",0,0.41341694772344,0.469,0.639,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem_2__031.smt2",0,0.951051215623754,1.141,1.339,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem_2__032.smt2",0,0.23727049530316,0.266,0.468,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem_2__033.smt2",0,1.09309528605963,1.297,1.486,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem_2__034.smt2",0,0.499974162877222,0.578,0.838,0,1,0,
"QF_LIA/CAV_2009_benchmarks/smt/20-vars/problem_2__035.smt2",0,0.53384108040201,0.609,0.774,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/25-vars/problem__001.smt2",0,0.0384558823529412,0.047,0.198,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/25-vars/problem__002.smt2",0,0.0505998452012384,0.047,0.122,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/25-vars/problem__003.smt2",0,0.0268701191944102,0.031,0.283,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/25-vars/problem__004.smt2",0,0.0607010213556174,0.063,0.19,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/25-vars/problem__005.smt2",0,0.0263290374546919,0.031,0.207,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/25-vars/problem__006.smt2",0,0.026233948635634,0.031,0.195,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/25-vars/problem__007.smt2",0,0.0254972698907956,0.031,0.199,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/25-vars/problem__008.smt2",0,0.028276384083045,0.031,0.14,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/25-vars/problem__009.smt2",0,0.0291983028137562,0.031,0.173,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/25-vars/problem__010.smt2",0,0.0330343607882769,0.031,0.189,1,0,0,
"QF_LIA/CAV_2009_benchmarks/smt/25-vars/problem__011.smt2",0,0.0390998803827751,0.047,0.156,1,0,0,
