,"master, legacy lp solver","{0} smt.arith.solver=2",,,,,,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p29982_safety_0.smt2",0,6.79878670473083,7.969,8.353,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30020_safety_0.smt2",0,7.1177853082641,7.781,8.13,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30040_safety_0.smt2",,927.304964539007,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30071_safety_0.smt2",0,6.5603184991274,7.188,7.552,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30088_safety_0.smt2",0,6.70925697865353,7.813,8.195,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30114_safety_0.smt2",0,7.55444444444445,8.125,8.533,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30132_safety_0.smt2",0,560.665847280335,640.531,666.506,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30154_safety_0.smt2",0,25.6271118477331,28.641,29.898,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30178_terminationG_0.smt2",0,1.8645043877144,2.234,2.428,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30215_safety_0.smt2",0,6.46750535331906,7.219,7.532,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30234_safety_0.smt2",0,6.19767256071581,6.953,7.244,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30251_safety_0.smt2",0,6.91621302382909,8.047,8.446,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30268_safety_0.smt2",0,6.08708169291339,7.391,7.702,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30285_safety_0.smt2",0,6.5402596032081,7.406,7.759,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30308_safety_0.smt2",0,6.73365427675773,7.188,7.63,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30328_safety_0.smt2",,814.324639937719,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30359_safety_0.smt2",0,2.36114300626305,2.703,2.921,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30379_safety_0.smt2",0,372.521113764655,410.094,426.856,0,0,1,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30401_safety_0.smt2",,786.761940579165,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30418_safety_0.smt2",0,7.31546890303622,7.141,7.465,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30433_safety_0.smt2",0,0.349973233404711,0.391,0.567,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30454_safety_0.smt2",0,0.293292956482728,0.313,0.512,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30477_safety_0.smt2",0,6.82230198019802,8.234,8.649,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30491_terminationG_0.smt2",,843.208383716243,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30522_safety_0.smt2",0,6.55463630406291,7.172,7.518,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30536_safety_0.smt2",0,0.703562204046492,0.781,0.96,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30565_safety_0.smt2",,815.91263650546,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30588_safety_0.smt2",0,6.23283980582524,7.672,8.058,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30611_safety_0.smt2",,880.47138047138,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30625_safety_0.smt2",0,6.60902046191248,7.797,8.189,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30649_safety_0.smt2",0,6.15908183632734,7.375,7.777,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30674_safety_0.smt2",0,6.01531910728269,7.344,7.676,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30699_safety_0.smt2",0,7.29306113342258,7.813,8.193,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30713_safety_0.smt2",0,0.664267569856055,0.75,0.966,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30742_safety_0.smt2",,860.197368421053,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30762_safety_0.smt2",0,7.0054416073671,8,8.311,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30786_safety_0.smt2",,885.690093141406,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30804_safety_0.smt2",0,4.94031773293259,5.5,5.825,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30820_safety_0.smt2",,851.444851444851,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__terminationQ_0_0.smt2",0,175.753775834658,211.375,219.844,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p30861_safety_0.smt2",0,6.93659156976744,7.984,8.36,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p30879_safety_0.smt2",,908.380373425966,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p30895_safety_0.smt2",0,0.406729572791373,0.469,0.657,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p30915_safety_0.smt2",0,6.27282388663968,7.406,7.782,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p30935_safety_0.smt2",0,6.65026536930562,7.188,7.557,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p30951_safety_0.smt2",,874.216464688675,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p30967_safety_0.smt2",0,2.73502233956133,3.219,3.397,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p30993_safety_0.smt2",0,7.68376685934488,7.625,7.948,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31023_safety_0.smt2",0,0.836734158623584,0.953,1.151,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31041_safety_0.smt2",,933.928571428571,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31062_safety_0.smt2",0,6.98260638297872,7.844,8.198,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31079_safety_0.smt2",0,320.110180142438,365.25,379.556,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31103_safety_0.smt2",0,544.097581129808,649.172,674.835,0,0,1,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31120_safety_0.smt2",,877.88501888376,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31139_safety_0.smt2",,893.253629376601,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31162_safety_0.smt2",,860.905349794239,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31198_safety_0.smt2",0,6.08044631710362,6.984,7.322,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31214_safety_0.smt2",0,0.376276457482362,0.484,0.676,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31238_safety_0.smt2",0,6.54259151090343,8.031,8.364,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31260_safety_0.smt2",0,7.16476545842217,8.031,8.392,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31280_safety_0.smt2",0,697.932627760935,770.328,800.896,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31302_safety_0.smt2",0,12.9704398324448,16.281,16.968,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31318_safety_0.smt2",0,8.4570351445663,8.109,8.539,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31339_safety_0.smt2",,924.028268551237,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31371_safety_0.smt2",0,6.66798902195609,7.984,8.381,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31389_safety_0.smt2",0,8.61196541710665,7.797,8.137,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31417_safety_0.smt2",0,8.380989713999,7.984,8.319,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31433_safety_0.smt2",,961.397058823529,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31458_safety_0.smt2",0,7.82371948300625,7.813,8.237,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31475_safety_0.smt2",0,7.38200090334237,7.813,8.192,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31502_safety_0.smt2",0,6.98122171945701,7.375,7.69,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31530_safety_0.smt2",0,7.32103192966219,7.563,7.896,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31555_safety_0.smt2",0,6.8739463176575,7.406,7.777,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31568_safety_0.smt2",0,1.42247083894123,1.516,1.617,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31599_safety_0.smt2",,956.999085086917,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31615_safety_0.smt2",0,6.49918899120971,7.422,7.851,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31631_safety_0.smt2",0,9.12281220435194,9.219,9.686,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31649_safety_0.smt2",,907.592190889371,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31678_safety_0.smt2",,905.235828645608,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31705_safety_0.smt2",0,7.15524097815764,7.203,7.517,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31726_safety_0.smt2",,988.657844990548,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31747_safety_0.smt2",,930.19119608715,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31764_safety_0.smt2",0,40.1568156108597,42.422,44.19,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31792_safety_0.smt2",0,8.08321089511754,8.547,8.952,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31816_safety_0.smt2",,983.082706766917,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31837_safety_0.smt2",0,5.98629901960784,7.297,7.613,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__terminationS_2_0.smt2",0,26.2266541038526,29.938,31.179,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p31858_terminationG_0.smt2",0,320.506492340834,320.047,332.88,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p31890_safety_0.smt2",0,2.11125225835592,2.234,2.455,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p31906_safety_0.smt2",0,2.70527549154092,2.828,3.028,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p31933_safety_0.smt2",0,7.32350820763088,7.891,8.24,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p31946_safety_0.smt2",0,0.999666262135918,0.984,1.125,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p31977_safety_0.smt2",,968.070337806571,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p31987_safety_0.smt2",0,25.9420259522813,29.625,30.86,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32011_safety_0.smt2",0,6.92046240774908,7.172,7.512,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32037_safety_0.smt2",0,0.356985992402659,0.359,0.519,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32061_safety_0.smt2",0,6.40006698268755,7.422,7.77,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32079_safety_0.smt2",0,6.53183246640659,7.203,7.553,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32102_safety_0.smt2",0,7.4373643074251,8.188,8.603,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32114_safety_0.smt2",0,2.23027718550107,2.5,2.721,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32139_safety_0.smt2",0,7.32948788546255,7.953,8.353,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32157_safety_0.smt2",0,0.900947459086994,1,1.193,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32174_safety_0.smt2",0,6.85359240849526,7.25,7.555,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32196_safety_0.smt2",,908.380373425966,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32231_safety_0.smt2",0,7.09851138353765,7.75,8.162,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32246_safety_0.smt2",0,1.26791627246925,1.281,1.456,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32268_safety_0.smt2",0,6.79144083107498,7.188,7.488,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32285_safety_0.smt2",0,0.275905153265215,0.297,0.483,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32305_safety_0.smt2",0,360.494380482456,392.891,408.668,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32319_safety_0.smt2",,995.242626070409,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32340_safety_0.smt2",0,1.59451219512195,1.688,1.88,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32365_safety_0.smt2",,862.324814509481,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32397_safety_0.smt2",0,7.19355193661972,7.813,8.154,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32413_safety_0.smt2",0,7.92891694195375,8.031,8.465,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32438_safety_0.smt2",0,3.51718616567037,3.938,4.16,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32455_safety_0.smt2",0,14.3905426186292,15.656,16.312,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32475_safety_0.smt2",0,7.02817328918322,7.609,7.976,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32488_safety_0.smt2",0,0.790491090369113,0.891,1.082,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32511_safety_0.smt2",0,3.46986026863085,3.828,4.072,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32526_safety_0.smt2",0,6.30715184563758,7.188,7.527,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32548_safety_0.smt2",,899.398108340499,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32579_safety_0.smt2",0,0.239688359303391,0.25,0.474,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32596_safety_0.smt2",0,0.370432786244627,0.453,0.615,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32619_safety_0.smt2",0,6.52030359491451,7.109,7.451,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32635_safety_0.smt2",,920.369555653322,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32658_safety_0.smt2",0,7.17635297984225,7.828,8.172,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32674_safety_0.smt2",,905.235828645608,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32695_safety_0.smt2",0,7.07622494432071,7.594,7.988,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32715_safety_0.smt2",0,622.716421343146,647.125,673.497,0,0,1,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32746_safety_0.smt2",0,7.31303563373929,7.75,8.156,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32763_safety_0.smt2",,922.398589065256,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p334_safety_0.smt2",0,2.58512741652021,2.813,2.945,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p359_safety_0.smt2",0,6.4968101659751,7.484,7.94,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p374_safety_0.smt2",0,6.29358590511285,6.531,6.888,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p396_safety_0.smt2",0,6.61565969257045,7.406,7.775,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p423_safety_0.smt2",0,9.60226407914766,9.047,9.421,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p440_terminationG_0.smt2",0,48.2014675883953,50.828,52.879,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateGet.jar-obl-11__p1105_safety_0.smt2",0,7.16784479251424,8.422,8.959,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1543_terminationG_0.smt2",0,32.7625057365764,34.125,35.577,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1578_safety_0.smt2",0,6.63081206747405,7.328,7.644,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1596_safety_0.smt2",0,8.03517077137546,8.266,8.65,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1624_safety_0.smt2",0,0.564794816414687,0.625,0.794,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1650_safety_0.smt2",0,0.253738584474886,0.266,0.429,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1666_safety_0.smt2",0,375.547204525483,408.578,425.071,0,0,1,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1696_safety_0.smt2",0,7.63298893405601,8.078,8.408,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1718_terminationG_0.smt2",0,541.853929324894,613.859,638.606,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1749_safety_0.smt2",0,6.8122319897084,7.594,7.974,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1762_safety_0.smt2",0,1.53285684903332,1.781,2.013,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1794_safety_0.smt2",0,7.00446428571429,7.781,8.119,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1808_safety_0.smt2",0,5.71851648351649,6.219,6.543,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1881_safety_0.smt2",,868.04979253112,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1904_safety_0.smt2",0,6.20476115978306,7.109,7.5,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1939_safety_0.smt2",,955.251141552511,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1989_safety_0.smt2",0,6.5604184925504,7.156,7.453,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2019_safety_0.smt2",0,2.42493031732418,2.703,2.939,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2047_safety_0.smt2",0,6.97333333333333,7.75,8.133,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2106_safety_0.smt2",,898.239587805925,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2138_safety_0.smt2",0,405.640060240964,450.625,468.781,0,0,1,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2164_safety_0.smt2",,910.753156290814,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2200_safety_0.smt2",0,2.52879120879121,2.75,2.983,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2229_safety_0.smt2",0,7.33070521243978,8,8.387,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2274_safety_0.smt2",0,2.45579663212435,2.719,2.931,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2292_safety_0.smt2",0,3.53194096787651,4.047,4.338,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2318_safety_0.smt2",0,211.61137295082,246.813,256.732,0,0,1,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2336_safety_0.smt2",0,15.219916502947,18.516,19.28,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2398_safety_0.smt2",,860.55121349239,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2424_safety_0.smt2",0,1.1624089545844,1.297,1.468,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2442_safety_0.smt2",,900.559621179509,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2469_terminationG_0.smt2",0,131.748515061519,148.438,154.472,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2501_safety_0.smt2",0,0.744524748138414,0.813,0.955,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2529_safety_0.smt2",0,6.55968922358931,7.391,7.768,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2547_safety_0.smt2",,897.084048027444,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2565_safety_0.smt2",0,12.1651123472949,13.328,13.948,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2587_safety_0.smt2",0,7.8911188731104,8.234,8.628,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2610_safety_0.smt2",0,7.5720054945055,8.234,8.608,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2624_safety_0.smt2",0,730.914174507168,779.828,811.068,0,0,1,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2650_safety_0.smt2",0,7.04226338729763,8.109,8.499,1,0,0,
