,"smt.arith.nl.grobner=false","-file:{0} smt.arith.nl.grobner=false",,,,,,
"QF_NIA_small\From_AProVE_2014__juHashMapCreate.jar-obl-10__p5068_safety_0.smt2",0,11.0446310572687,11.984,12.444,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreate.jar-obl-10__p5085_safety_0.smt2",0,7.36965711601691,7.5,7.895,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreate.jar-obl-10__p5099_safety_0.smt2",0,1.79969590268886,2.016,2.182,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreate.jar-obl-10__p5117_safety_0.smt2",0,2.95368975903614,3.281,3.458,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreate.jar-obl-10__p5140_safety_0.smt2",0,0.286606751424814,0.313,0.706,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreate.jar-obl-10__p5160_safety_0.smt2",0,1.36785483175151,1.516,1.706,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreate.jar-obl-10__p5177_safety_0.smt2",0,6.90580985915493,7.031,7.347,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreate.jar-obl-10__p5200_safety_0.smt2",0,2.49904434250764,2.734,3.036,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreate.jar-obl-10__p5220_safety_0.smt2",0,2.39389147802929,2.578,2.771,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreate.jar-obl-10__p5245_safety_0.smt2",0,6.97599085365854,7.656,8.037,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreate.jar-obl-10__p5263_safety_0.smt2",0,2.57193504117109,2.688,2.877,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreate.jar-obl-10__p5284_safety_0.smt2",0,0.435432935231971,0.453,0.621,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreate.jar-obl-10__p5299_safety_0.smt2",,907.198612315698,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreate.jar-obl-10__p5318_safety_0.smt2",0,1.39404709018214,1.5,1.663,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreate.jar-obl-10__p5336_safety_0.smt2",,914.335664335664,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreate.jar-obl-10__p5362_safety_0.smt2",0,2.82820299500832,3.25,3.497,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreate.jar-obl-10__p5380_safety_0.smt2",,891.730605285592,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreate.jar-obl-10__p5394_edge_closing_0.smt2",,869.85446985447,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p29854_safety_0.smt2",0,4.14628583840139,4.563,4.847,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p29877_safety_0.smt2",0,3.4624842370744,3.938,4.195,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p29899_safety_0.smt2",0,0.484259259259259,0.563,0.765,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p29923_safety_0.smt2",0,1.51318619418271,1.766,1.961,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p29941_safety_0.smt2",0,0.558999572466866,0.625,0.859,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p29960_safety_0.smt2",0,2.28677983539095,2.656,2.855,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p29982_safety_0.smt2",0,6.55741405570061,7.203,7.537,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30020_safety_0.smt2",0,6.66364303691275,7.594,7.987,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30040_safety_0.smt2",,887.945670628183,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30071_safety_0.smt2",0,6.94211000423908,7.828,8.239,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30088_safety_0.smt2",0,0.833316200657895,0.969,1.181,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30114_safety_0.smt2",0,7.09297385620915,7.781,8.153,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30132_safety_0.smt2",0,11.5439631863561,13.266,13.87,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30154_safety_0.smt2",0,10.8860393258427,11.578,12.129,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30178_terminationG_0.smt2",0,0.788483918747355,0.891,1.153,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30215_safety_0.smt2",0,5.81996951219512,6.844,7.169,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30234_safety_0.smt2",0,3.46726809484193,3.984,4.231,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30251_safety_0.smt2",0,4.55159552424368,5.25,5.569,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30268_safety_0.smt2",0,4.115994158373,4.547,4.765,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30285_safety_0.smt2",0,5.68797774280576,6.047,6.37,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30308_safety_0.smt2",0,3.66197292269533,4.234,4.436,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30328_safety_0.smt2",0,2.09906443755536,2.266,2.409,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30359_safety_0.smt2",0,0.548833463490824,0.672,0.836,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30379_safety_0.smt2",,807.722007722008,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30401_safety_0.smt2",0,26.2273015202703,29.688,30.885,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30418_safety_0.smt2",0,3.17738318731748,3.641,3.844,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30433_safety_0.smt2",0,11.0615494296578,11.125,11.661,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30454_safety_0.smt2",0,7.56076086956521,8.313,8.733,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30477_safety_0.smt2",0,6.39928646934461,7.234,7.601,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30491_terminationG_0.smt2",0,16.5498423767673,20.703,21.561,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30522_safety_0.smt2",0,0.196153021860266,0.219,0.427,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30536_safety_0.smt2",0,0.709954751131222,0.75,0.935,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30565_safety_0.smt2",,878.991596638655,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30588_safety_0.smt2",0,0.267584015510556,0.297,0.489,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30611_safety_0.smt2",0,570.961248395379,637.828,663.442,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30625_safety_0.smt2",0,6.05742440604752,6.703,7.006,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30649_safety_0.smt2",0,5.85619145199063,7.172,7.498,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30674_safety_0.smt2",0,6.05424626245847,6.969,7.313,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30699_safety_0.smt2",0,5.18732414181205,4.406,4.674,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30713_safety_0.smt2",0,0.306924882629108,0.344,0.541,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30742_safety_0.smt2",0,37.4771051379638,37.656,39.489,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30762_safety_0.smt2",0,2.26022975929978,2.469,2.622,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30786_safety_0.smt2",,926.483613817538,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30804_safety_0.smt2",,932.263814616756,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30820_safety_0.smt2",,896.315338474722,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateClear.jar-obl-11__terminationQ_0_0.smt2",0,3.10679979777553,2.938,3.21,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p30861_safety_0.smt2",0,6.96007604562738,7.875,8.212,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p30879_safety_0.smt2",,915.135608048994,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p30895_safety_0.smt2",0,0.15126735380732,0.172,0.28,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p30915_safety_0.smt2",0,3.36615359333918,3.672,3.897,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p30935_safety_0.smt2",0,7.09485102218356,7.797,8.119,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p30951_safety_0.smt2",,913.138367525098,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p30967_safety_0.smt2",0,1.09238431876607,1.219,1.401,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p30993_safety_0.smt2",0,0.59457557384149,0.656,0.872,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31023_safety_0.smt2",0,7.09056399132321,7.813,8.149,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31041_safety_0.smt2",,879.361076082388,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31062_safety_0.smt2",0,6.72668810289389,7,7.363,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31079_safety_0.smt2",0,14.2644294928826,15.328,16.006,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31103_safety_0.smt2",,890.212765957447,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31120_safety_0.smt2",,862.680412371134,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31139_safety_0.smt2",,893.635198633063,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31162_safety_0.smt2",,972.118959107807,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31198_safety_0.smt2",0,8.44518185618729,9.656,10.338,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31214_safety_0.smt2",0,0.50711990248227,0.547,0.725,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31238_safety_0.smt2",0,8.52474348011971,9.531,10.11,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31260_safety_0.smt2",0,1.29177405498281,1.078,1.443,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31280_safety_0.smt2",0,20.5909978308026,22.688,23.62,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31302_safety_0.smt2",0,11.5239139515455,13.188,13.768,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31318_safety_0.smt2",0,4.27700651978417,4.547,4.816,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31339_safety_0.smt2",,855.623721881391,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31371_safety_0.smt2",0,0.281904517453799,0.328,0.532,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31389_safety_0.smt2",0,0.658137583892617,0.75,0.937,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31417_safety_0.smt2",0,0.203449170124481,0.234,0.424,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31433_safety_0.smt2",,907.986111111111,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31458_safety_0.smt2",0,7.11042644757433,8.688,9.066,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31475_safety_0.smt2",0,1.61805844425957,1.859,2.078,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31502_safety_0.smt2",0,4.31585068675233,4.656,4.867,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31530_safety_0.smt2",0,7.04673684210526,8,8.377,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31555_safety_0.smt2",0,4.80463660423453,5.641,5.976,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31568_safety_0.smt2",0,0.541927820460979,0.641,0.898,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31599_safety_0.smt2",,923.620309050773,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31615_safety_0.smt2",0,1.69786020776874,1.797,2.006,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31631_safety_0.smt2",0,4.48705282861897,5.156,5.397,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31649_safety_0.smt2",0,0.669277231777232,0.781,1.038,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31678_safety_0.smt2",,849.715678310317,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31705_safety_0.smt2",0,4.14944948186529,4.594,4.861,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31726_safety_0.smt2",,818.466353677621,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31747_safety_0.smt2",,877.51677852349,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31764_safety_0.smt2",0,12.0316924066924,13.406,13.986,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31792_safety_0.smt2",0,4.3425422705314,5.156,5.481,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31816_safety_0.smt2",0,20.5160569105691,24.125,25.163,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31837_safety_0.smt2",0,6.97711496746204,7.688,8.037,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__terminationS_2_0.smt2",0,4.10196078431373,4.5,4.781,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p31858_terminationG_0.smt2",0,48.7610481136075,54.984,57.111,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p31890_safety_0.smt2",0,1.38484212629896,1.656,1.845,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p31906_safety_0.smt2",0,0.321516393442623,0.375,0.569,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p31933_safety_0.smt2",0,2.87470506220506,3.203,3.396,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p31946_safety_0.smt2",0,10.2131020886616,11.453,11.988,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p31977_safety_0.smt2",,884.566596194503,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p31987_safety_0.smt2",0,1.65697004608295,1.891,2.096,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32011_safety_0.smt2",0,6.22801741001565,7.609,7.932,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32037_safety_0.smt2",0,0.122018871837412,0.141,0.3,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32061_safety_0.smt2",0,3.94574204216618,4.563,4.799,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32079_safety_0.smt2",0,6.16408546829063,7.016,7.366,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32102_safety_0.smt2",0,6.59425382389417,7.625,7.98,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32114_safety_0.smt2",0,0.871493235177079,1.047,1.231,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32139_safety_0.smt2",0,0.464621655518395,0.531,0.738,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32157_safety_0.smt2",0,13.5928217821782,16.406,17.07,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32174_safety_0.smt2",0,6.84219133278823,8,8.333,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32196_safety_0.smt2",,841.174105347809,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32231_safety_0.smt2",0,6.29153465346534,7.594,7.975,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32246_safety_0.smt2",0,0.502466763606149,0.578,0.771,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32268_safety_0.smt2",0,7.25533105560792,7.359,7.682,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32285_safety_0.smt2",0,0.171691919191919,0.203,0.427,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32305_safety_0.smt2",0,6.18027683752421,6.109,6.43,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32319_safety_0.smt2",,944.043321299639,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32340_safety_0.smt2",0,6.11537665562914,7.063,7.421,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32365_safety_0.smt2",,820.71400549235,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32397_safety_0.smt2",0,7.27582135523614,8.469,8.898,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32413_safety_0.smt2",0,0.285539725457571,0.328,0.529,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32438_safety_0.smt2",0,8.38039185905225,9.891,10.343,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32455_safety_0.smt2",0,3.05677279135338,3.109,3.251,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32475_safety_0.smt2",0,7.13234319787986,7.719,8.086,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32488_safety_0.smt2",0,1.98146358828316,2.328,2.493,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32511_safety_0.smt2",0,3.82293857803955,4.344,4.549,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32526_safety_0.smt2",0,7.58997678018576,8.203,8.562,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32548_safety_0.smt2",,969.416126042632,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32579_safety_0.smt2",0,0.496688911704312,0.578,0.81,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32596_safety_0.smt2",0,0.417287234042553,0.469,0.676,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32619_safety_0.smt2",0,0.220954795099282,0.25,0.45,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32635_safety_0.smt2",,886.816447647308,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32658_safety_0.smt2",0,7.27335940895263,8,8.406,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32674_safety_0.smt2",,897.468897468897,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32695_safety_0.smt2",0,3.18522628843655,3.516,3.729,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32715_safety_0.smt2",,899.398108340499,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32746_safety_0.smt2",0,1.92690089705254,2.156,2.331,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32763_safety_0.smt2",,972.57089725709,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p334_safety_0.smt2",0,1.71203428725702,1.516,1.692,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p359_safety_0.smt2",0,0.498737113402062,0.578,0.8,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p374_safety_0.smt2",0,1.09873949579832,1.125,1.38,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p396_safety_0.smt2",0,4.12849934895833,4.547,4.851,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p423_safety_0.smt2",0,6.68516427104723,7.781,8.173,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p440_terminationG_0.smt2",0,40.6926020408163,44.797,46.654,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateGet.jar-obl-11__p1105_safety_0.smt2",0,1.47472578642384,1.703,1.925,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1543_terminationG_0.smt2",0,78.9126802096985,86.344,89.774,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1578_safety_0.smt2",0,2.32617749897162,2.703,2.868,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1596_safety_0.smt2",0,7.38422439759036,8.203,8.596,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1624_safety_0.smt2",0,6.28658218606591,7.203,7.537,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1650_safety_0.smt2",0,7.76176231412639,7.984,8.364,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1666_safety_0.smt2",,862.680412371134,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1696_safety_0.smt2",0,7.29857321509777,7.672,8.055,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1718_terminationG_0.smt2",0,1.80413407214255,1.984,2.184,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1749_safety_0.smt2",0,6.19146434820648,6.766,7.181,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1762_safety_0.smt2",0,15.0076502430402,16.234,16.895,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1794_safety_0.smt2",0,4.04185684647303,4.656,4.896,0,1,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1808_safety_0.smt2",0,1.08236754966887,1.25,1.467,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1881_safety_0.smt2",,897.084048027444,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1904_safety_0.smt2",0,0.844530919102076,0.953,1.165,1,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1939_safety_0.smt2",,869.49293433084,1000,1000,0,0,0,
"QF_NIA_small\From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p1989_safety_0.smt2",0,0.083103813559322,0.094,0.236,1,0,0,
